ID,CreditScore,DebtRatio,Assets,Age,NumberOfDependents,NumberOfOpenCreditLinesAndLoans,MonthlyIncome,NumberOfTimesPastDue,EmploymentLength,HomeOwnership,Education,MaritalStatus,YearsAtCurrentAddress,NewLoanApplication,Quintil,int_rc,Tasa_Interes_Completa
10600,663,0.4045052791216338,149432,24,7,11,17967,12,5,Mortgage,Masters,Widowed,25,359340.0,2,0.1931772732071416,0.3431772732071416
10601,569,0.2050665381411165,148515,79,5,2,17060,16,5,Own,High School,Widowed,17,34120.0,3,0.22718383572806375,0.37718383572806374
10602,825,0.0118108928939217,156280,32,7,15,13898,2,5,Rent,Masters,Married,16,55592.0,4,0.2477160022656171,0.3977160022656171
10603,530,0.1588124170371238,181308,27,3,2,10827,2,2,Mortgage,PhD,Widowed,16,162405.0,2,0.19514216860647804,0.34514216860647806
10604,342,0.5066580554219364,88205,76,9,0,18491,4,8,Mortgage,Masters,Married,4,314347.0,5,0.2614847778066481,0.41148477780664805
10605,509,0.2990805894895557,66539,29,8,12,6581,8,16,Rent,High School,Widowed,4,92134.0,3,0.22285914951094993,0.3728591495109499
10606,369,0.4993985554940492,188224,29,9,6,4500,14,11,Mortgage,PhD,Widowed,16,27000.0,5,0.23488666551462598,0.38488666551462597
10607,315,0.3282100007475051,93969,68,6,14,8463,8,3,Rent,Masters,Widowed,17,76167.0,4,0.245601078266604,0.39560107826660396
10608,816,0.0197014848141799,39420,39,4,0,14842,11,0,Mortgage,High School,Divorced,0,163262.0,4,0.241783187218854,0.39178318721885397
10609,788,0.2642288684235537,155855,64,6,18,14029,18,28,Rent,PhD,Widowed,20,84174.0,2,0.20361620728080912,0.3536162072808091
10610,788,0.3270287441360874,112471,69,6,6,10722,9,13,Rent,Bachelor,Widowed,7,32166.0,3,0.2277183923961536,0.37771839239615357
10611,845,0.714521585883191,164712,74,4,8,14618,2,2,Mortgage,PhD,Widowed,26,58472.0,3,0.23047626879941008,0.3804762687994101
10612,468,0.1032055315585351,101774,54,8,0,18716,1,13,Mortgage,High School,Married,11,393036.0,5,0.2502937068063374,0.40029370680633736
10613,520,0.6667586792842704,125328,35,9,12,4925,0,17,Mortgage,Masters,Widowed,2,64025.0,5,0.23762928117872195,0.387629281178722
10614,527,0.6261686101904994,32575,23,3,5,10828,4,19,Mortgage,Masters,Widowed,6,184076.0,3,0.2250851490308052,0.3750851490308052
10615,529,0.8869655201839232,125708,50,7,1,9580,3,29,Rent,Masters,Widowed,1,38320.0,2,0.19780308464522678,0.3478030846452268
10616,607,0.7095966438958848,173714,42,8,18,18839,13,11,Mortgage,High School,Widowed,5,357941.0,1,0.0809079072326114,0.2309079072326114
10617,649,0.0576188726729181,121888,83,9,14,19149,11,25,Rent,High School,Widowed,2,76596.0,1,0.07,0.22
10618,830,0.761317553499829,144466,28,9,17,17307,4,4,Rent,Bachelor,Widowed,17,328833.0,5,0.24731417616391582,0.39731417616391584
10619,398,0.3074737861964793,177864,37,3,14,11634,8,15,Rent,Masters,Widowed,4,162876.0,5,0.22435227795799917,0.3743522779579992
10620,668,0.877205144575648,54189,44,7,10,3396,13,16,Rent,High School,Widowed,1,30564.0,2,0.19804675066093838,0.3480467506609384
10621,685,0.395087663420662,25865,33,6,11,9522,8,10,Mortgage,Masters,Widowed,12,76176.0,2,0.1939817846965655,0.3439817846965655
10622,503,0.9483870686517096,93798,49,5,9,18512,5,1,Mortgage,Masters,Widowed,12,222144.0,4,0.24627448623591278,0.39627448623591277
10623,764,0.5986699874200088,166758,78,8,8,19049,5,16,Rent,Masters,Widowed,14,171441.0,1,0.07,0.22
10624,528,0.0259429065709437,189848,79,6,17,14300,1,24,Mortgage,High School,Widowed,19,228800.0,5,0.24542945267996613,0.3954294526799661
10625,600,0.0190856821342679,69303,49,8,7,5005,9,15,Mortgage,High School,Divorced,7,75075.0,3,0.22560397389401066,0.3756039738940107
10626,464,0.2771867060818941,91026,21,7,4,2656,3,2,Own,High School,Widowed,25,23904.0,4,0.2441765001337176,0.39417650013371763
10627,769,0.2884740817747869,105357,35,7,4,7610,7,17,Rent,Masters,Widowed,0,38050.0,2,0.19015993975200085,0.3401599397520009
10628,418,0.7097840254285491,63408,37,9,4,10318,6,11,Rent,Masters,Divorced,17,175406.0,5,0.2472414737052566,0.3972414737052566
10629,504,0.3739087235075334,153421,31,7,10,19792,2,16,Own,Bachelor,Widowed,9,395840.0,3,0.2286633362146439,0.3786633362146439
10630,622,0.9685820001055014,139726,71,3,11,2082,5,5,Rent,High School,Widowed,2,16656.0,5,0.25203211911017825,0.4020321191101782
10631,519,0.0290373747489945,194773,37,6,3,8169,12,9,Mortgage,High School,Widowed,0,57183.0,3,0.22021936802836778,0.37021936802836775
10632,398,0.2744164816294021,89223,64,8,7,7900,10,25,Rent,Masters,Widowed,14,150100.0,5,0.23755327329396125,0.3875532732939613
10633,727,0.0140634270725178,167015,64,2,0,10068,12,0,Own,Masters,Widowed,5,20136.0,2,0.19553574328800624,0.34553574328800624
10634,785,0.3378701686134618,195998,67,7,19,19163,18,13,Mortgage,High School,Widowed,12,421586.0,2,0.19781725572252176,0.34781725572252176
10635,721,0.3114488018741568,40239,76,3,8,13631,10,1,Own,High School,Widowed,8,286251.0,3,0.22758731920975475,0.37758731920975475
10636,670,0.1475815878572975,110988,53,9,6,15160,17,11,Mortgage,PhD,Widowed,13,227400.0,1,0.07345243006038718,0.22345243006038717
10637,416,0.1559491020034153,157220,62,9,12,18454,9,21,Mortgage,High School,Divorced,1,110724.0,3,0.22736703871648983,0.3773670387164898
10638,733,0.0982870031514119,150055,37,0,6,1489,2,19,Mortgage,Masters,Widowed,1,2978.0,5,0.23051111959177015,0.38051111959177014
10639,773,0.6443132864672664,113750,29,9,0,17042,3,2,Own,Masters,Widowed,10,221546.0,1,0.07,0.22
10640,724,0.2168815710983846,146037,66,7,19,12369,3,17,Rent,Bachelor,Widowed,3,210273.0,2,0.19947127376171614,0.34947127376171616
10641,477,0.1539546955000547,178178,48,6,11,5768,4,11,Rent,Masters,Married,15,40376.0,4,0.2515710785648801,0.40157107856488006
10642,612,0.0822816477160028,101857,40,8,8,17016,19,19,Mortgage,Bachelor,Widowed,2,272256.0,4,0.24390460999170452,0.3939046099917045
10643,359,0.6608261317678228,150435,56,7,1,10414,11,6,Rent,High School,Widowed,18,208280.0,4,0.24429120787106404,0.39429120787106403
10644,455,0.2861407448001924,93805,51,5,3,11280,7,4,Rent,Masters,Widowed,18,112800.0,3,0.22312167779542452,0.3731216777954245
10645,589,0.2418249579325484,151242,53,5,0,8623,6,8,Rent,Masters,Widowed,24,146591.0,2,0.19426774518087492,0.3442677451808749
10646,329,0.1010613568488989,76441,40,0,17,4012,6,24,Rent,High School,Widowed,25,80240.0,4,0.2504222261764621,0.40042222617646206
10647,379,0.1270587424864945,158763,36,9,3,19785,0,3,Mortgage,Masters,Married,3,217635.0,1,0.07,0.22
10648,601,0.5557164300405801,79548,32,1,11,2152,6,7,Rent,High School,Widowed,2,19368.0,3,0.22447340896734508,0.37447340896734505
10649,748,0.4898334450210102,54234,82,6,16,9883,16,3,Rent,Masters,Widowed,12,79064.0,3,0.22698999842281134,0.37698999842281133
10650,604,0.5533492521173912,116614,45,8,7,6198,5,0,Rent,PhD,Widowed,23,117762.0,3,0.22665927340622746,0.37665927340622746
10651,441,0.1696130096865926,96595,79,7,6,18297,12,1,Rent,Bachelor,Widowed,18,54891.0,4,0.24635794811536346,0.39635794811536346
10652,683,0.4621464365104998,121715,23,5,6,14330,2,0,Mortgage,PhD,Widowed,16,128970.0,1,0.07,0.22
10653,589,0.0849577421174381,27277,73,9,18,12894,6,14,Rent,Bachelor,Widowed,23,270774.0,4,0.249511011919255,0.399511011919255
10654,692,0.3738001403494086,112344,50,1,11,7440,14,0,Rent,Masters,Widowed,6,22320.0,3,0.22399716672415293,0.37399716672415295
10655,375,0.6305637001270261,125203,68,7,1,9713,5,2,Mortgage,Masters,Divorced,3,97130.0,4,0.24775877360524232,0.3977587736052423
10656,656,0.3786651740748781,125634,58,2,18,19538,2,11,Rent,PhD,Widowed,2,195380.0,2,0.20063403133258695,0.35063403133258697
10657,578,0.6902748123403113,143583,25,9,4,7063,19,2,Own,Masters,Divorced,7,70630.0,5,0.24638202302944598,0.396382023029446
10658,302,0.2713853281932903,20895,76,6,5,9601,4,6,Mortgage,Masters,Widowed,19,76808.0,4,0.2450086019643358,0.3950086019643358
10659,745,0.2586650565548513,172936,35,5,0,13216,6,17,Mortgage,PhD,Widowed,5,132160.0,1,0.07,0.22
10660,843,0.2338747019424069,52769,81,9,3,10391,11,18,Own,High School,Widowed,5,135083.0,2,0.19871332948613904,0.34871332948613903
10661,708,0.0093905937766968,37402,27,2,1,12032,4,5,Mortgage,PhD,Widowed,9,252672.0,4,0.24270538560643454,0.39270538560643453
10662,523,0.0582336575065118,152323,51,7,9,14363,8,18,Rent,Bachelor,Widowed,10,86178.0,2,0.19790054934652476,0.34790054934652476
10663,764,0.8393482259391396,196014,56,8,3,9087,9,11,Mortgage,PhD,Single,10,109044.0,3,0.2321227374127759,0.3821227374127759
10664,691,0.0229761444053753,129155,40,1,8,6941,6,14,Rent,PhD,Widowed,5,124938.0,2,0.19721864285007798,0.347218642850078
10665,720,0.0088181629181754,73494,69,6,5,7192,1,12,Rent,High School,Widowed,3,21576.0,1,0.07,0.22
10666,843,0.1888636418187999,131389,24,7,8,7066,9,6,Rent,Bachelor,Widowed,21,98924.0,4,0.24456551295688453,0.3945655129568845
10667,776,0.0707512971386312,40048,57,6,15,12813,0,4,Own,High School,Widowed,19,230634.0,1,0.07,0.22
10668,483,0.2913403588295939,54298,76,4,17,7044,3,27,Rent,High School,Widowed,5,133836.0,4,0.24891007139019233,0.3989100713901923
10669,306,0.7390904094865286,100415,21,8,4,1886,1,13,Mortgage,Masters,Married,25,5658.0,5,0.27052948201269267,0.4205294820126927
10670,774,0.2297649515299537,157440,72,8,3,17422,3,2,Own,High School,Single,6,365862.0,1,0.11241444769785076,0.2624144476978508
10671,792,0.5135980565630653,111594,37,0,13,17202,13,10,Rent,Masters,Widowed,0,137616.0,3,0.2249550999242108,0.37495509992421083
10672,810,0.0981645647554257,167295,39,7,17,17315,15,1,Rent,Bachelor,Widowed,7,86575.0,1,0.07,0.22
10673,641,0.8570295737656556,96102,32,6,0,11715,12,17,Mortgage,High School,Widowed,3,152295.0,3,0.22542346185407947,0.3754234618540795
10674,688,0.445985042602455,71370,42,6,5,16266,9,27,Mortgage,High School,Divorced,7,146394.0,5,0.25363988564164114,0.4036398856416411
10675,324,0.0944108023806076,56237,23,7,2,2924,1,14,Rent,High School,Divorced,14,8772.0,4,0.24548743213110175,0.3954874321311017
10676,378,0.2222721449711324,138037,37,8,18,14375,7,19,Mortgage,PhD,Widowed,23,215625.0,5,0.24381426475778878,0.3938142647577888
10677,452,0.6909803728696233,122078,59,7,2,9646,4,5,Mortgage,PhD,Widowed,0,106106.0,2,0.1981868364348633,0.34818683643486326
10678,778,0.8796637572226198,153702,31,9,2,2977,3,11,Rent,High School,Widowed,19,44655.0,2,0.1947709486671618,0.3447709486671618
10679,429,0.1449757358266026,198625,84,7,17,14158,7,20,Rent,Masters,Divorced,1,297318.0,5,0.24978927003089785,0.3997892700308978
10680,812,0.0537717739935078,196996,71,3,10,10680,10,27,Mortgage,High School,Widowed,0,149520.0,5,0.23810302205148698,0.38810302205148695
10681,536,0.082415561691246,89004,23,5,8,9538,7,9,Mortgage,Masters,Single,9,152608.0,1,0.10935700910398981,0.2593570091039898
10682,797,0.2528885613158466,119421,49,6,9,13287,7,3,Mortgage,High School,Widowed,2,172731.0,1,0.07,0.22
10683,717,0.8027659974178634,62840,29,1,3,1286,2,22,Rent,High School,Widowed,1,25720.0,2,0.1990796539463143,0.3490796539463143
10684,827,0.0427554252162694,190383,85,9,16,17839,4,15,Rent,Bachelor,Widowed,10,356780.0,2,0.1982518178281378,0.3482518178281378
10685,611,0.0701777530213577,71903,28,2,0,6664,5,2,Rent,Masters,Single,28,113288.0,3,0.22543624012398122,0.37543624012398125
10686,537,0.1718931896690695,23672,69,2,12,13248,18,4,Rent,High School,Widowed,18,66240.0,2,0.19972677520242524,0.34972677520242523
10687,717,0.1950139762771677,142282,61,5,3,15257,5,29,Mortgage,High School,Widowed,13,320397.0,2,0.19793802066192748,0.34793802066192747
10688,636,0.2900672086169599,100929,55,4,11,8206,6,10,Rent,High School,Widowed,3,57442.0,1,0.07,0.22
10689,594,0.9762276680147371,190947,60,4,3,17377,3,3,Own,Masters,Divorced,1,225901.0,5,0.2650504772393698,0.41505047723936983
10690,834,0.1569649855503924,45936,60,5,7,15759,12,24,Rent,Bachelor,Widowed,7,157590.0,3,0.22853869191184623,0.3785386919118462
10691,730,0.7015717542631683,123190,28,4,1,1525,4,4,Rent,Bachelor,Widowed,15,18300.0,3,0.22655028539044103,0.376550285390441
10692,608,0.9822242341264098,136675,55,7,13,12859,0,1,Rent,Masters,Divorced,9,244321.0,4,0.25122522896478133,0.4012252289647813
10693,680,0.6683737589334411,74348,37,9,1,3173,5,26,Mortgage,Masters,Widowed,6,60287.0,2,0.1945843465925001,0.3445843465925001
10694,363,0.0522370317187879,26752,18,7,4,16224,15,23,Rent,Bachelor,Widowed,21,308256.0,4,0.24612107012733792,0.3961210701273379
10695,404,0.1911742288542969,110111,39,0,0,12549,19,7,Rent,Masters,Widowed,7,62745.0,5,0.2136428373452092,0.3636428373452092
10696,571,0.1314471749572273,35907,19,5,7,10701,0,25,Rent,Masters,Single,24,21402.0,4,0.2506608049439615,0.4006608049439615
10697,539,0.3963751241769728,109047,44,6,11,2200,9,6,Rent,High School,Widowed,23,35200.0,4,0.2452974219718931,0.3952974219718931
10698,571,0.3508605404927399,115667,35,5,1,19371,15,8,Rent,PhD,Widowed,1,309936.0,5,0.21856690981281612,0.36856690981281615
10699,485,0.0472216735966535,36697,49,4,5,11808,4,19,Own,High School,Widowed,29,129888.0,5,0.24830394412588447,0.39830394412588443
10700,732,0.251588730128923,182300,41,6,0,4199,13,13,Mortgage,Masters,Divorced,1,50388.0,1,0.09515562392790292,0.2451556239279029
10701,569,0.2513661654404966,139261,24,6,13,2283,9,17,Own,High School,Widowed,24,20547.0,5,0.24505280925699546,0.3950528092569955
10702,369,0.8818542162185661,160399,45,7,16,17413,12,1,Rent,Masters,Widowed,13,313434.0,1,0.09952113441660393,0.24952113441660392
10703,395,0.9845564739301677,59083,18,7,6,7090,8,18,Mortgage,Masters,Single,2,77990.0,5,0.2595629570573228,0.4095629570573228
10704,727,0.6344422500528704,169012,20,3,7,13478,4,2,Mortgage,Masters,Married,7,188692.0,2,0.2019842781623335,0.35198427816233346
10705,770,0.4129033697526,128439,57,5,17,14360,12,19,Mortgage,PhD,Widowed,14,157960.0,1,0.14521417699289946,0.2952141769928994
10706,437,0.028457255791753,142215,73,2,18,9323,8,13,Mortgage,High School,Widowed,24,139845.0,5,0.24569006201627713,0.3956900620162771
10707,684,0.3374991004197101,134636,65,1,12,12113,5,5,Rent,Bachelor,Widowed,4,84791.0,1,0.13128618304234396,0.281286183042344
10708,708,0.5528171860361885,142236,20,4,18,19021,9,17,Mortgage,PhD,Widowed,19,114126.0,2,0.20130985460231973,0.3513098546023197
10709,628,0.1394027699943331,147579,20,8,9,8197,6,9,Mortgage,Masters,Married,3,81970.0,2,0.1970217398897803,0.3470217398897803
10710,798,0.1869167968684917,95085,19,2,10,1547,4,7,Mortgage,Masters,Widowed,7,9282.0,4,0.2417702073904489,0.3917702073904489
10711,765,0.1785192680563022,125859,89,4,14,11543,4,5,Own,PhD,Widowed,25,80801.0,4,0.2534098764322743,0.40340987643227433
10712,374,0.1593133551527399,85423,55,8,7,17326,3,18,Own,Masters,Widowed,2,138608.0,2,0.19640736857916863,0.34640736857916865
10713,810,0.1560478666898495,107706,83,6,9,19669,9,22,Own,High School,Widowed,7,393380.0,3,0.22800686774243023,0.3780068677424302
10714,847,0.0018307351003939,154917,57,7,6,5594,5,2,Mortgage,PhD,Widowed,19,50346.0,2,0.19433059306185485,0.3443305930618549
10715,455,0.1418792637964485,149432,19,9,7,5578,0,0,Mortgage,Bachelor,Divorced,1,78092.0,5,0.2375651308167524,0.38756513081675237
10716,653,0.6689974597141453,153624,43,9,11,5846,12,6,Rent,Masters,Single,10,40922.0,1,0.14591924537669537,0.29591924537669534
10717,673,0.1989692557944491,131558,84,6,15,17341,6,22,Own,High School,Widowed,6,121387.0,5,0.2556480011243786,0.4056480011243786
10718,750,0.275966763142255,112283,43,8,19,7894,9,4,Rent,Masters,Single,25,31576.0,3,0.22780619857432094,0.37780619857432096
10719,551,0.3737775382738673,35834,33,5,16,5554,15,4,Mortgage,Masters,Widowed,16,77756.0,4,0.24539724824798537,0.3953972482479854
10720,752,0.22124318991465,54855,58,3,6,13480,7,12,Own,High School,Widowed,19,121320.0,5,0.24899039327831765,0.39899039327831765
10721,363,0.1396418596154442,47044,43,4,18,15741,10,27,Rent,Masters,Widowed,1,173151.0,3,0.2255387873033632,0.3755387873033632
10722,754,0.0291925591642517,194269,87,8,17,6529,16,24,Rent,Masters,Widowed,1,78348.0,1,0.07,0.22
10723,567,0.0968252374668803,32894,22,3,19,7276,8,9,Rent,High School,Widowed,11,36380.0,2,0.19458663012810792,0.3445866301281079
10724,682,0.5714298691784121,193172,42,5,8,8910,2,29,Rent,Masters,Widowed,7,62370.0,4,0.24570723212277892,0.3957072321227789
10725,793,0.6412368673577586,77059,86,1,13,5146,13,7,Rent,Masters,Widowed,21,20584.0,3,0.2295797889964662,0.37957978899646616
10726,448,0.0239635237715616,158977,23,9,4,7222,11,24,Mortgage,PhD,Widowed,2,28888.0,1,0.07,0.22
10727,350,0.0251770134111241,96504,25,4,10,10894,15,2,Rent,High School,Widowed,28,130728.0,5,0.2127645305198743,0.3627645305198743
10728,831,0.0043360023262513,76894,33,9,7,1944,16,23,Mortgage,PhD,Widowed,9,11664.0,3,0.2251359360775405,0.3751359360775405
10729,329,0.0109401456106159,23293,43,9,1,3765,9,9,Own,High School,Divorced,15,48945.0,5,0.24515540869493274,0.3951554086949327
10730,434,0.0266840530474505,59806,61,2,3,13298,8,12,Rent,PhD,Widowed,17,239364.0,4,0.24758932325809466,0.39758932325809465
10731,714,0.5160402354935089,195408,25,9,1,19250,13,25,Mortgage,PhD,Widowed,14,57750.0,1,0.09890231859455348,0.24890231859455347
10732,432,0.1320011947471087,108702,36,9,10,2233,5,10,Mortgage,High School,Married,3,15631.0,3,0.22738433177360956,0.3773843317736095
10733,561,0.5802390038700634,180618,33,4,3,1411,17,4,Rent,Masters,Widowed,11,11288.0,5,0.22287910178528728,0.37287910178528727
10734,399,0.4465664436128367,150378,35,7,15,19125,9,16,Rent,Masters,Widowed,27,248625.0,3,0.22599853072545223,0.3759985307254522
10735,603,0.1069337530282724,41650,39,4,5,7838,1,25,Mortgage,Bachelor,Widowed,28,101894.0,3,0.22901530151628754,0.37901530151628754
10736,629,0.1499898697493025,113397,32,8,1,6829,10,21,Rent,PhD,Widowed,12,13658.0,3,0.22464908087676078,0.37464908087676074
10737,402,0.4738785741535725,97888,55,5,3,15103,14,18,Rent,High School,Widowed,9,317163.0,5,0.2307138222924952,0.3807138222924952
10738,457,0.1991662026304773,33976,52,4,0,9407,14,12,Mortgage,High School,Widowed,6,47035.0,1,0.07749139745405768,0.22749139745405766
10739,806,0.2361878843714456,87946,49,3,8,3953,13,3,Mortgage,PhD,Widowed,13,51389.0,4,0.24722071174941557,0.39722071174941553
10740,517,0.1503074377236428,160226,34,9,2,5454,3,1,Own,High School,Widowed,26,16362.0,4,0.2416639953700408,0.3916639953700408
10741,629,0.0501397134306664,92003,71,6,15,19772,15,25,Rent,Masters,Widowed,1,276808.0,2,0.1958715530657991,0.3458715530657991
10742,398,0.5489023497331009,46281,32,6,9,4759,7,9,Own,Masters,Widowed,15,33313.0,5,0.24682996302664606,0.3968299630266461
10743,465,0.1081607955634565,160982,28,5,13,4124,14,0,Mortgage,Masters,Widowed,10,45364.0,2,0.19118896920561496,0.3411889692056149
10744,749,0.7424452124177631,111359,32,9,7,17734,9,9,Mortgage,Masters,Married,4,336946.0,4,0.2499384674767486,0.3999384674767486
10745,729,0.3922656338887276,127810,22,7,1,4091,1,5,Mortgage,High School,Widowed,11,85911.0,1,0.07,0.22
10746,468,0.3553781414812158,66430,23,5,2,6052,17,0,Own,Masters,Widowed,23,96832.0,2,0.19705600970335058,0.3470560097033506
10747,353,0.4040547105380956,137636,22,5,15,8561,1,23,Mortgage,Masters,Single,10,85610.0,5,0.2558002547386585,0.40580025473865844
10748,800,0.2113462224166099,98770,46,0,10,6857,5,15,Rent,PhD,Widowed,14,130283.0,4,0.2498061827726809,0.3998061827726809
10749,537,0.6214252056755164,127376,42,9,15,3985,5,21,Rent,High School,Widowed,14,71730.0,5,0.2423566777002851,0.3923566777002851
10750,848,0.0724932982530293,47401,45,7,2,8136,18,10,Mortgage,Masters,Widowed,8,65088.0,3,0.2217209421570232,0.3717209421570232
10751,672,0.8552241684180063,100852,75,4,7,1210,7,3,Rent,PhD,Widowed,16,7260.0,5,0.26257285819013537,0.41257285819013534
10752,472,0.7000872882073916,134569,24,4,7,17416,3,1,Rent,Masters,Married,1,261240.0,2,0.20162677002162108,0.35162677002162107
10753,660,0.7791967071880015,31730,33,0,3,9964,2,4,Mortgage,High School,Widowed,21,109604.0,3,0.2269363658284698,0.3769363658284698
10754,469,0.2064230244732984,68022,64,6,7,11000,4,6,Rent,PhD,Widowed,21,121000.0,4,0.24729006394815609,0.3972900639481561
10755,383,0.1422645255188085,69915,41,7,4,15746,7,8,Mortgage,PhD,Widowed,0,236190.0,3,0.22442243938141232,0.3744224393814123
10756,849,0.3702099617898358,36469,77,8,11,8304,18,19,Own,High School,Widowed,5,16608.0,1,0.1266850191333352,0.2766850191333352
10757,627,0.0197500973815516,73861,47,1,16,3036,3,17,Rent,High School,Widowed,23,48576.0,2,0.1993071126785912,0.34930711267859116
10758,444,0.6522440158478325,118595,34,4,10,7638,0,2,Mortgage,Masters,Married,18,122208.0,5,0.2683202646064637,0.41832026460646365
10759,848,0.0643622620659406,111581,75,3,17,2400,17,9,Rent,Masters,Widowed,1,7200.0,4,0.2445449973145089,0.39454499731450887
10760,685,0.6910472684732173,199249,82,8,2,12951,5,9,Mortgage,Masters,Divorced,0,116559.0,3,0.2273121217454019,0.3773121217454019
10761,591,0.5639780978080163,59199,21,3,5,10128,1,20,Rent,Masters,Widowed,1,40512.0,1,0.07,0.22
10762,479,0.4910238713363626,110372,55,7,17,14060,9,12,Own,Masters,Widowed,4,70300.0,2,0.19985353246161,0.34985353246161
10763,523,0.3725512851303263,21396,28,6,0,2787,2,21,Mortgage,Masters,Single,3,25083.0,2,0.20000182754194115,0.35000182754194115
10764,661,0.2315234493574359,45200,76,5,0,14929,3,2,Mortgage,Masters,Widowed,17,29858.0,1,0.07,0.22
10765,728,0.2099555917326208,174711,22,9,16,8107,12,19,Mortgage,Masters,Widowed,20,81070.0,1,0.07,0.22
10766,734,0.182393826264906,111025,58,0,18,10764,5,9,Own,Masters,Widowed,7,204516.0,1,0.10277366081095755,0.25277366081095753
10767,776,0.8166756543109147,53796,84,0,1,17260,5,10,Rent,Masters,Widowed,5,241640.0,2,0.20139129087911334,0.35139129087911336
10768,499,0.289634541241945,21965,70,2,18,10763,0,0,Rent,Bachelor,Widowed,0,161445.0,1,0.1296563035489992,0.2796563035489992
10769,550,0.0055608909819045,188027,29,9,10,16805,5,1,Rent,Masters,Widowed,20,235270.0,3,0.2193504358331087,0.36935043583310867
10770,369,0.3229747318040665,197959,18,9,8,7292,4,9,Mortgage,High School,Divorced,13,21876.0,3,0.2243699574983086,0.3743699574983086
10771,825,0.0590589041349942,160313,23,7,1,5015,9,5,Rent,Masters,Widowed,6,55165.0,2,0.18570106313069645,0.3357010631306965
10772,439,0.6441904036015019,162497,34,8,9,18260,7,14,Mortgage,Masters,Married,1,383460.0,3,0.2298107162815525,0.3798107162815525
10773,757,0.493188362450604,67241,52,1,7,15637,9,2,Mortgage,Masters,Widowed,0,297103.0,2,0.19538437162969186,0.3453843716296918
10774,814,0.1949337174100004,102028,41,8,17,1504,3,25,Mortgage,High School,Widowed,27,15040.0,4,0.2463082228962496,0.39630822289624956
10775,517,0.011641942213045,117615,65,0,4,17247,7,15,Rent,Masters,Widowed,29,327693.0,4,0.246168547429246,0.396168547429246
10776,658,0.0776219997761107,140033,74,3,11,16109,2,2,Mortgage,High School,Divorced,4,338289.0,5,0.24322753821640042,0.39322753821640044
10777,829,0.6651099144696223,46748,40,2,2,13664,9,9,Mortgage,Masters,Widowed,10,232288.0,5,0.23791493561950436,0.38791493561950435
10778,804,0.3261337597355329,109072,38,3,7,17707,12,20,Rent,High School,Widowed,22,70828.0,3,0.22598579245225314,0.37598579245225316
10779,579,0.9274536327098772,99674,38,9,2,1083,4,26,Mortgage,Masters,Widowed,9,6498.0,3,0.22573418421171434,0.37573418421171434
10780,387,0.0005391017447221,87313,53,1,4,7652,8,3,Rent,Masters,Divorced,18,122432.0,5,0.23669167519962322,0.3866916751996232
10781,571,0.0612009188818298,109492,53,4,12,15802,19,23,Rent,High School,Widowed,16,347644.0,1,0.10032995418617337,0.2503299541861734
10782,312,0.1022023225718716,105821,43,4,16,16920,3,29,Mortgage,Masters,Widowed,21,135360.0,3,0.22677381755989023,0.37677381755989026
10783,628,0.299768186005816,187874,88,7,2,16986,17,4,Mortgage,High School,Widowed,23,237804.0,3,0.22597325653871078,0.3759732565387108
10784,696,0.3953041185089324,167155,20,8,3,9913,19,2,Mortgage,Masters,Single,27,178434.0,3,0.22615185073368135,0.37615185073368135
10785,791,0.1677936401791167,172194,53,2,9,4512,12,12,Mortgage,High School,Widowed,5,31584.0,3,0.22397100710838783,0.3739710071083878
10786,725,0.4427470015520658,42652,44,6,3,8733,15,2,Own,Masters,Widowed,23,165927.0,3,0.22625477121421636,0.37625477121421635
10787,824,0.3195140222274258,50661,70,2,16,12492,6,1,Rent,High School,Widowed,23,212364.0,1,0.07324624851262468,0.22324624851262467
10788,483,0.1244775898511306,127830,20,2,18,19136,12,26,Rent,Masters,Divorced,3,76544.0,4,0.24958562448226138,0.39958562448226137
10789,350,0.2407360628104601,31871,23,0,11,16575,8,24,Rent,Masters,Widowed,15,66300.0,2,0.19889247242592925,0.34889247242592925
10790,576,0.0312484468736887,184036,28,6,0,18394,7,8,Own,PhD,Widowed,17,147152.0,4,0.24397727254367346,0.39397727254367343
10791,811,0.7244401630170463,133554,30,9,14,14943,3,28,Mortgage,PhD,Widowed,5,268974.0,4,0.24829335040763692,0.3982933504076369
10792,496,0.3874719719825358,73719,89,6,1,9066,16,21,Rent,Masters,Widowed,20,63462.0,5,0.24702413603597187,0.39702413603597186
10793,495,0.1087595600079416,65976,57,5,4,6974,4,6,Own,High School,Single,5,146454.0,2,0.20435236872834364,0.35435236872834364
10794,523,0.8863343320576337,150553,53,9,18,17302,6,9,Mortgage,Masters,Widowed,9,207624.0,5,0.2439801059925762,0.39398010599257616
10795,654,0.6469182607439758,197486,18,4,10,5415,4,3,Mortgage,Masters,Single,18,108300.0,2,0.201412691554699,0.351412691554699
10796,532,0.3452761191965399,65738,56,4,18,1070,3,5,Rent,High School,Widowed,10,21400.0,3,0.22521979515607957,0.37521979515607956
10797,801,0.3025475748162042,78944,29,2,12,15113,12,10,Rent,Bachelor,Widowed,14,105791.0,3,0.22797322140142207,0.3779732214014221
10798,613,0.9417157940647508,96338,75,7,3,4244,7,1,Mortgage,PhD,Widowed,22,55172.0,5,0.2640852916037848,0.4140852916037848
